id,id_questao_origem,tema,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,resposta_correta,ha_imagem,comentario,simulado_numero
63,[202653],Produtos e Investimentos,"Milene foi aconselhada pelo seu gestor de investimento a adquirir ações de uma determinada empresa, pois os analistas atribuíam uma possibilidade de grande retorno no longo prazo. Passados 15 dias da compra, decidiu vende-las com 2,00% de retorno. Nesse caso, ela exibiu o viés da heurística da:",disponibilidade.,do excesso de conﬁança.,da ancoragem.,da aversão à perda. 16,D,NAO,,1
64,[307107],Perfil e Comportamento do Investidor,"Analisando o gráﬁco abaixo, podemos aﬁrmar que o investidor apresenta mais claramente o viés comportamental:",Representatividade,Disponibilidade,Teoria da Perspectiva,Excesso de Conﬁança,D,SIM,,1
65,[307212],Produtos e Investimentos,"Rafael recebeu uma herança em 2020 e deseja investir este valor por 18 meses. Considerando que a Selic-Meta ﬁque acima de 8,5% durante todo o período, que a Taxa Referencial seja 2% ao ano e a taxa do CDI seja de 10% ao ano, ambas constantes durante todo o período, qual a aplicação ﬁnanceira que terá a maior rentabilidade?","Tesouro Preﬁxado (LTN) negociada a R$ 862,07.",LCI Pós Fixada a 85% CDI.,CDB Pós Fixado a 100% CDI.,Caderneta de Poupança.,A,NAO,,1
66,[307217],"Análise, Planejamento e Gestão",Considere as seguintes aﬁrmativas abaixo em relação a remuneração de um proﬁssional CFP®: I – Pode receber de acordo com a performance da carteira do cliente. II – Pode receber através de indicação e venda de produtos. III – Pode receber um salário ﬁxo dos clientes. Está correto o que se aﬁrma em:,"I, apenas.","I e II, apenas.","II e III, apenas.","I, II e III.",D,NAO,,1
67,[307223],Mercado Financeiro e Economia,Considere os seguintes fatores: I – Horizonte de tempo. II – Liquidez. III – Regulamentação. IV – Impostos. V – Circunstâncias especíﬁcas. VI – Expectativa para o mercado de capitais. São consideradas restrições do investidor a serem explicitadas em um IPS (Política de Investimentos):,"I, II, III e IV, apenas.","I, II, III, IV e V, apenas.","III, IV, V e VI, apenas.","I, II, III, IV, V e VI. 17",B,NAO,,1
68,[307248],Produtos e Investimentos,"Dentre as alternativas abaixo, com base nos padrões da PLANEJAR (Associação Brasileira de Planejadores Financeiros), aquela que não faz parte das etapas de elaboração de um planejamento ﬁnanceiro pessoal é:",Identiﬁcar os problemas legais do cliente que afetem o plano ﬁnanceiro pessoal.,Medir o progresso em direção à conquista dos objetivos do cliente.,Executar a implementação das recomendações apresentadas ao cliente.,Realizar análise fundamentalista ou técnica de ações de companhias brasileiras adquiridas pelo cliente.,D,NAO,,1
69,[307264],"Análise, Planejamento e Gestão","No processo de planejamento ﬁnanceiro descritos pela Planejar, são atividades que fazem parte da fase de Coleta: I – Determinar a tolerância do cliente ao risco de investimento. II – Determinar as características das apólices de seguro. III – Calcular os possíveis custos em função da morte. Está correto o que se aﬁrma em:","I, apenas.","I e II, apenas.","II e III, apenas.","I, II e III.",A,NAO,,1
70,[307267],"Análise, Planejamento e Gestão","Uma carteira de investimentos, possui a seguinte composição:",Queda da inﬂação.,Queda da taxa Selic.,Aumento da inﬂação.,Aumento da taxa Selic. 18 CEA: SIMULADO (02),A,SIM,,1
71,[101147],Produtos e Investimentos,"A Lei Complementar nº 179, de 24 de fevereiro de 2021 deﬁniu os objetivos do Banco Central do Brasil e dispondo sobre sua autonomia e sobre a nomeação e a exoneração de seu Presidente e de seus Diretores. Segundo esta lei, o prazo do mandato do presidente do Banco central e dos seus Diretores será de:",4 anos em paralelo ao do Presidente da República.,"4 anos, não coincidentes com os do Presidente da República.",6 anos em paralelo ao do Presidente da República.,"6 anos, não coincidentes com os do Presidente da República.",B,NAO,,2
72,[201220],Sistema Financeiro e Regulação,"Segundo a Comissão de Valores Mobiliários (CVM), são considerados investidores proﬁssionais, dentre outros, I – as entidades abertas e fechadas de previdência complementar, independentemente do tamanho de seu patrimônio. II – os clubes de investimento, desde que tenham a carteira gerida por administrador de carteira de valores mobiliários autorizados pela CVM. III – as pessoas físicas e jurídicas que atestem, por escrito, sua condição de investidor proﬁssional e valor superior a R$ 1.000.000,00. Está correto o que se aﬁrma em","I, apenas.","I e II, apenas.","II e III, apenas.","I, II e III.",B,NAO,,2
73,[101272],"Análise, Planejamento e Gestão","Os Bancos Múltiplos, com carteira de investimento, podem I – atuar como agentes underwriters. II – captar recursos por meio de debêntures. III – atuar no ﬁnanciamento de capital de giro e ﬁxo. Está correto o que se aﬁrma em","I, apenas.","II, apenas.","I e III, apenas.","I, II, III.",C,NAO,,2
74,[202504],Sistema Financeiro e Regulação,"Segundo o Código Anbima de Regulação e Melhores Práticas de Distribuição de Produtos de Investimentos, são considerados veículos de investimentos:","Fundos de Investimentos, apenas.","Carteira Administradas, apenas.","Fundos de Investimentos e Carteiras Administradas, apenas.",Fundos de Pensão 19,C,NAO,,2
75,[102171],Produtos e Investimentos,"Com a ﬁnalidade de prevenir o envolvimento do sistema ﬁnanceiro em ilícitos, o cadastro dos clientes e as informações sobre as transações realizadas:",devem ser conservados durante o período mínimo de dez anos a partir do encerramento da conta ou da conclusão da transação.,devem ser conservados durante o período mínimo de cinco anos a partir do encerramento da conta ou da conclusão da transação.,são facultativos caso a operação seja realizada por pessoa jurídica que exerça atividades de promoção imobiliária ou compra e venda de imóveis.,devem ser implementados quando a instituição ﬁnanceira assim julgar conveniente.,A,NAO,,2
76,[108110],Produtos e Investimentos,Investidores têm interesse em investimentos sustentáveis porque:,"os órgãos reguladores determinam que um percentual de suas carteiras seja submetido a uma avaliação de critérios ASG, para que os fundos tenham classiﬁcação como investimento sustentável.","ao investir em projetos socioambientais, os fundos podem ser classiﬁcados em investimentos sustentáveis e, assim, proporcionar aos clientes menores taxas de administração.",ter um objetivo de investimento sustentável para os fundos permite que uma parte do retorno dos investimentos seja revertido em impactos socioambientais positivos.,incorpora critérios ASG e avaliar impactos socioambientais de seus investimentos auxiliam na identiﬁcação de riscos e oportunidades.,D,NAO,,2
77,[103110],Produtos e Investimentos,A TR (Taxa Referencial) é medida considerando:,A média das operações realizadas no interbancário.,A taxa média de todas as operações ativas e passivas dos 30 maiores bancos comerciais do país.,"A taxa média de todos os títulos públicos preﬁxados, de até 60 dias.",As taxas de juros negociadas no mercado secundário com Letras do Tesouro Nacional (LTN).,D,NAO,,2
78,[203146],Produtos e Investimentos,"Em uma reunião de trabalho, os técnicos do Banco Central do Brasil discutiram quatro medidas de política monetária e ﬁscal que podem ser adotadas: I – Corte na meta da Taxa Selic. II – Aumento do depósito compulsório dos bancos. III – Redução das alíquotas do Imposto sobre Produtos Industrializados (IPI). IV – Contenção dos gastos do governo. São ações classiﬁcadas como contracionistas aquelas descritas em:","I e II, apenas.","II e III, apenas.","III e IV, apenas.","II e IV, apenas. 20",D,NAO,,2
79,[302102],Mercado Financeiro e Economia,"Se o PIB é de R$ 2.000 bilhões, o consumo privado mais o do governo totalizam R$ 1.500 bilhões, as exportações líquidas R$ 100 bilhões, a produção industrial de R$ 900 bilhões, a produção agrícola de R$ 800 bilhões, o pagamento de juros da dívida equivalente a R$ 20 bilhões, podemos aﬁrmar que a produção de serviços é:",R$ 280 bilhões,R$ 300 bilhões,R$ 400 bilhões,R$ 420 bilhões,B,NAO,,2
80,[MF0008],Produtos e Investimentos,Qual a taxa equivalente de um investimento em renda ﬁxa que rendeu 2% ao mês em 1 dia útil?,"0,066031%","0,070000%","0,090000%","0,094343%",D,NAO,,2
81,[302283],Produtos e Investimentos,"Uma Letra do Tesouro Nacional (LTN), com vencimento em 504 dias úteis é negociada a uma taxa de 11,00% a.a. (base: 252 dias úteis). Simultaneamente, uma LTN com vencimento em 252 dias úteis é negociada a uma taxa de 12,00% a.a. (base: 252 dias úteis). Nesse caso, a taxa anual a termo estimada para o período entre 252 a 504 dias úteis é, aproximadamente,","10,00% a.a.","11,00% a.a.","10,50% a.a.","11,50% a.a.",A,NAO,,2
82,[302329],Produtos e Investimentos,"Um investidor necessita dos seus recursos em quatro anos e com isso, realizou uma aplicação ﬁnanceira de R$ 1.000.000,00, onde haverá um pagamento a cada ano de R$ 308.668,00. Nos valores recebidos no primeiro e no segundo ano, ele reaplicou a uma taxa de 6,5% ao ano. Já no pagamento do ano 3, ele reaplicou a uma taxa de 7,2% ao ano. Desta forma, o retorno efetivo da operação foi de:","6,73% a.a.","8,04 % a.a.","9,47% a.a.","11,50 a.a.",B,NAO,,2
83,[302345],Produtos e Investimentos,"Um cliente fez uma aplicação de R$ 200.000,00 e realizou os seguintes resgates: • R$ 60.000,00 em 30 dias • R$ 85.000,00 em 60 dias • R$ 62.000,00 em 90 dias Desta forma, qual foi o retorno anual deste investidor?","1,73%","7,11%","22,86%","8,00% 21",C,NAO,,2
84,[104134],Produtos e Investimentos,"Um investidor pessoa física deseja fazer aplicações ﬁnanceiras em renda ﬁxa. Desta forma, o seu planejador ﬁnanceiro lhe informa que: I – Aplicações em LCI têm como lastro ﬁnanciamentos imobiliários garantidos por hipoteca ou alienação ﬁduciária. II – Debêntures de Infraestrutura não possuem garantia do FGC, mas podem possuir isenção ﬁscal para pessoas físicas. III – Debêntures Incentivadas possuem garantia do FGC até o limite de R$ 250.000,00 e também são isentas de imposto de renda. Está correto o que se aﬁrma em:","I, apenas.","I e II, apenas.","II e III, apenas.","I, II e III.",B,NAO,,2
85,[303116],Produtos e Investimentos,"Quatro amigos vieram lhe consultar sobre quanto cada um receberia pelo Fundo Garantidor de Crédito (FGC) se o banco XYZ viesse à falência, já que possuem as contas conjuntas abaixo. Com estes dados, você diz que:","Eduardo R$ 250 mil; Marcelo R$ 100 mil; Pedro R$ 208.333,33; Rafael R$ 83.333,33.","Eduardo R$ 250 mil; Marcelo R$ 100 mil; Pedro R$ 250 mil; Rafael R$ 216.666,66.","Eduardo R$ 400 mil; Marcelo R$ 200 mil; Pedro R$ 250 mil; Rafael R$ 83.333,33.","Eduardo R$ 1,1 milhão; Marcelo R$ 200 mil; Pedro R$ 900 mil; Rafael R$ 650 mil.",A,SIM,,2
86,[303132],Mercado Financeiro e Economia,"Um título de renda ﬁxa com valor de face de R$ 1.000,00, que está pagando um cupom semestral de R$ 65,00, está sendo negociado com R$ 53,00 de desconto sobre o seu valor de face no mercado secundário. Um investidor que for adquirir este título, terá um current yield anual aproximado de:","6,86%","13,00%","13,73%","14,20% 22",C,NAO,,2
87,[303192],Produtos e Investimentos,Um cliente possui os seguintes investimentos sem cupom:,"1,34 ano","2,34 anos","2,89 anos","3,10 anos",D,SIM,,2
88,[303522],Mercado Financeiro e Economia,"Dentre as alternativas abaixo, os títulos negociados no mercado norte americano e que implicam em risco de reinvestimentos são:",Treasury Bill,Commercial Papers,TIPS,Certiﬁcate of Deposits,C,NAO,,2
89,[104208-A],Produtos e Investimentos,"Entre as modalidades que caracterizam o abuso de poder por parte do acionista controlador se inclui: I – a subscrição de ações com bens estranhos ao objeto social da companhia. II – contratar, direta ou indiretamente, com a companhia, segundo interesses pessoais. III – o exercício de cargo de administrador ou ﬁscal com os deveres e responsabilidades próprios do cargo. Estão corretas as alternativas:",I e II,III,I,II,A,NAO,,2
90,[303209],Produtos e Investimentos,"Uma companhia apresentou R$ 5.000,00 de lucro líquido e deﬁniu que 40% desse resultado será distribuído como boniﬁcação de ações a valor de mercado. Atualmente, esta empresa é composta por 1.000 ações, sendo negociadas a R$ 5,00 cada na bolsa de valores. Após a boniﬁcação, quantas ações um acionista que possui 30% do capital da empresa passará a ter?",120 ações.,390 ações.,420 ações.,600 ações. 23,C,NAO,,2
91,[204290],Produtos e Investimentos,Os ADRs - American Depositary Receipts são:,recibos brasileiros cujo lastro são ações de empresas estrangeiras.,depósitos efetuados por cidadãos brasileiros em bancos norte-americanos.,instrumentos negociáveis que representam a propriedade de ações de companhias sediadas fora dos EUA.,"títulos negociados no mercado internacional, decorrentes de exportações brasileiras.",C,NAO,,2
